user_id,session_id,date,gender,age,location,membership_status,returning_customer,device_type,browser,time_of_day,time_spent_minutes,pages_viewed,scroll_depth,clicks,traffic_source,ad_campaign,coupon_used,discount_applied,product_category,wishlist_items,cart_items,avg_session_value,payment_method,purchase
322,4582,2023-01-14 09:00:00,Male,58,Australia,Guest,1,Mobile,Firefox,Morning,7,10,27,44,Ads,None,0,0,Electronics,3,1,171.86,Debit Card,1
323,3799,2023-01-14 10:00:00,Female,50,USA,Registered,0,Desktop,Edge,Evening,37,15,29,14,Referral,None,0,0,Clothing,9,2,381.0,NetBanking,1
324,3191,2023-01-14 11:00:00,Male,21,India,Guest,0,Mobile,Safari,Evening,53,5,71,15,Ads,Campaign_C,0,0,Beauty,2,6,224.78,UPI,1
325,1608,2023-01-14 12:00:00,Female,59,Canada,Guest,0,Desktop,Safari,Morning,18,17,90,16,Direct,None,0,0,Home,7,1,391.04,Debit Card,0
326,4272,2023-01-14 13:00:00,Male,24,Germany,Guest,0,Mobile,Chrome,Night,23,5,89,2,Direct,None,1,0,Beauty,1,4,375.61,COD,1
327,2147,2023-01-14 14:00:00,Female,39,Canada,Registered,0,Desktop,Firefox,Morning,44,2,49,30,Ads,Campaign_A,0,1,Sports,8,6,291.26,UPI,1
328,1186,2023-01-14 15:00:00,Female,50,Germany,Registered,0,Mobile,Firefox,Night,38,9,48,30,Referral,Campaign_B,0,0,Home,2,6,417.59,Credit Card,1
329,4397,2023-01-14 16:00:00,Female,34,Canada,Premium,1,Desktop,Chrome,Afternoon,59,6,61,18,Direct,Campaign_C,1,0,Sports,3,3,101.85,UPI,1
330,3511,2023-01-14 17:00:00,Male,41,UK,Registered,0,Tablet,Chrome,Evening,1,18,41,31,Direct,None,0,1,Clothing,9,3,85.1,Debit Card,1
331,4420,2023-01-14 18:00:00,Male,51,India,Premium,1,Desktop,Edge,Evening,4,14,82,44,Social,Campaign_A,0,0,Clothing,9,0,376.57,Debit Card,1
332,2794,2023-01-14 19:00:00,Male,45,Germany,Premium,0,Mobile,Safari,Night,51,19,36,48,Organic,None,0,0,Beauty,2,0,126.17,Credit Card,1
333,1659,2023-01-14 20:00:00,Female,60,USA,Guest,0,Tablet,Safari,Morning,44,14,61,13,Direct,Campaign_C,0,0,Clothing,2,7,6.38,Debit Card,1
334,3811,2023-01-14 21:00:00,Female,58,India,Registered,0,Mobile,Safari,Evening,47,8,72,20,Referral,Campaign_B,0,0,Electronics,7,3,456.42,UPI,0
335,4002,2023-01-14 22:00:00,Female,56,USA,Guest,0,Desktop,Edge,Night,35,17,83,49,Referral,Campaign_B,0,1,Home,7,3,313.35,Credit Card,1
336,2955,2023-01-14 23:00:00,Female,39,India,Registered,0,Desktop,Chrome,Afternoon,23,3,72,35,Social,Campaign_A,0,0,Sports,5,5,225.24,Debit Card,0
337,3450,2023-01-15 00:00:00,Female,34,India,Premium,0,Mobile,Chrome,Afternoon,27,10,26,23,Referral,None,0,0,Beauty,3,6,364.24,Debit Card,1
338,2369,2023-01-15 01:00:00,Male,51,Canada,Guest,0,Mobile,Safari,Evening,26,17,58,42,Social,None,0,0,Beauty,0,0,170.0,UPI,0
339,2986,2023-01-15 02:00:00,Female,23,Germany,Registered,0,Mobile,Safari,Morning,52,11,90,33,Direct,Campaign_C,1,0,Clothing,3,0,477.06,Debit Card,1
340,2534,2023-01-15 03:00:00,Male,63,Germany,Registered,0,Mobile,Edge,Night,8,8,91,38,Direct,None,0,0,Clothing,7,1,38.97,UPI,0
341,1146,2023-01-15 04:00:00,Male,23,India,Registered,1,Desktop,Firefox,Evening,43,1,32,35,Direct,None,1,1,Sports,5,3,322.27,COD,0
342,4219,2023-01-15 05:00:00,Female,51,UK,Guest,1,Mobile,Firefox,Afternoon,16,13,81,36,Direct,Campaign_C,0,1,Home,1,6,389.76,UPI,1
343,3911,2023-01-15 06:00:00,Male,18,UK,Guest,0,Mobile,Safari,Morning,41,4,22,20,Organic,None,0,0,Home,2,3,237.22,NetBanking,1
344,2734,2023-01-15 07:00:00,Male,27,USA,Guest,1,Mobile,Edge,Night,3,7,32,3,Organic,Campaign_C,1,0,Beauty,6,4,378.71,Debit Card,0
345,2843,2023-01-15 08:00:00,Female,38,USA,Guest,0,Mobile,Safari,Evening,32,14,66,8,Direct,Campaign_C,0,1,Sports,3,1,463.82,COD,1
346,1488,2023-01-15 09:00:00,Male,22,Canada,Guest,1,Mobile,Firefox,Night,5,5,71,40,Referral,Campaign_A,0,0,Beauty,3,2,373.28,Credit Card,0
347,3976,2023-01-15 10:00:00,Female,19,India,Registered,1,Desktop,Safari,Morning,20,11,63,32,Social,None,0,0,Books,4,2,158.14,NetBanking,0
348,2959,2023-01-15 11:00:00,Male,39,USA,Guest,1,Mobile,Firefox,Morning,14,17,29,29,Ads,Campaign_A,0,0,Home,7,2,283.11,Credit Card,1
349,2663,2023-01-15 12:00:00,Male,19,USA,Premium,0,Desktop,Firefox,Afternoon,32,5,95,7,Social,None,1,0,Sports,6,6,456.24,NetBanking,0
350,3598,2023-01-15 13:00:00,Male,27,Australia,Registered,0,Mobile,Firefox,Morning,26,3,61,2,Ads,None,1,0,Sports,8,5,227.3,COD,0
351,3385,2023-01-15 14:00:00,Male,51,India,Registered,0,Mobile,Chrome,Evening,47,5,32,21,Ads,Campaign_B,0,1,Beauty,4,0,342.44,COD,1
352,3919,2023-01-15 15:00:00,Female,33,Canada,Registered,0,Desktop,Chrome,Night,6,15,44,6,Direct,Campaign_B,0,1,Clothing,0,6,235.43,COD,1
353,1640,2023-01-15 16:00:00,Male,56,USA,Registered,0,Mobile,Safari,Morning,59,19,76,28,Ads,Campaign_C,0,0,Sports,3,2,65.07,NetBanking,1
354,2802,2023-01-15 17:00:00,Female,39,Canada,Premium,0,Mobile,Firefox,Morning,58,16,43,48,Direct,Campaign_C,1,0,Beauty,5,4,34.01,UPI,1
355,3520,2023-01-15 18:00:00,Male,29,Germany,Guest,0,Mobile,Chrome,Evening,36,8,42,42,Organic,Campaign_B,1,1,Electronics,5,7,476.38,Credit Card,1
356,2969,2023-01-15 19:00:00,Female,41,Canada,Guest,0,Mobile,Safari,Night,40,13,55,36,Referral,Campaign_C,1,0,Clothing,8,6,308.21,UPI,1
357,3198,2023-01-15 20:00:00,Female,64,UK,Registered,1,Mobile,Safari,Night,51,16,90,32,Ads,Campaign_B,0,1,Clothing,9,6,56.39,UPI,0
358,2438,2023-01-15 21:00:00,Female,57,UK,Guest,1,Mobile,Safari,Afternoon,59,3,54,45,Referral,Campaign_A,1,0,Home,4,7,429.43,Debit Card,0
359,4369,2023-01-15 22:00:00,Male,55,Canada,Guest,1,Mobile,Safari,Afternoon,5,1,28,42,Direct,Campaign_A,0,0,Books,4,0,263.73,Credit Card,0
360,2634,2023-01-15 23:00:00,Male,27,UK,Guest,0,Mobile,Safari,Night,13,9,96,46,Ads,Campaign_A,0,0,Home,5,0,387.11,NetBanking,0
361,1262,2023-01-16 00:00:00,Male,52,Germany,Guest,1,Mobile,Edge,Evening,32,9,24,9,Social,None,1,1,Electronics,5,2,67.74,Debit Card,0
362,2787,2023-01-16 01:00:00,Female,49,India,Registered,1,Mobile,Firefox,Evening,16,17,87,11,Organic,None,0,0,Beauty,2,0,453.92,Debit Card,0
363,3191,2023-01-16 02:00:00,Male,24,UK,Guest,0,Mobile,Safari,Afternoon,1,2,75,23,Organic,Campaign_C,1,0,Clothing,5,7,297.32,COD,0
364,3393,2023-01-16 03:00:00,Female,38,UK,Premium,0,Mobile,Edge,Morning,13,9,48,11,Ads,Campaign_C,0,0,Clothing,7,1,370.44,NetBanking,1
365,1623,2023-01-16 04:00:00,Female,37,Canada,Registered,1,Tablet,Firefox,Evening,54,19,27,49,Organic,Campaign_A,1,1,Sports,5,7,20.53,UPI,1
366,2016,2023-01-16 05:00:00,Male,43,Germany,Registered,0,Mobile,Chrome,Morning,11,13,79,2,Social,Campaign_C,0,1,Books,4,7,161.08,UPI,1
367,4643,2023-01-16 06:00:00,Female,21,India,Registered,0,Desktop,Safari,Evening,53,5,68,3,Referral,Campaign_A,0,1,Books,2,1,137.39,UPI,1
368,1880,2023-01-16 07:00:00,Male,63,Canada,Premium,0,Mobile,Edge,Night,8,9,41,11,Social,None,0,1,Sports,0,7,475.05,COD,1
369,3049,2023-01-16 08:00:00,Male,39,Canada,Guest,0,Tablet,Chrome,Afternoon,25,13,30,35,Organic,None,0,0,Electronics,4,2,96.74,UPI,1
370,3944,2023-01-16 09:00:00,Female,32,Australia,Premium,1,Mobile,Edge,Morning,40,1,49,15,Referral,Campaign_A,0,0,Books,5,6,354.99,Credit Card,0
371,2327,2023-01-16 10:00:00,Female,57,Germany,Registered,1,Tablet,Firefox,Morning,32,15,36,43,Social,None,0,0,Clothing,5,4,26.16,UPI,1
372,3301,2023-01-16 11:00:00,Female,38,India,Registered,0,Desktop,Firefox,Night,24,4,11,11,Direct,Campaign_A,0,0,Electronics,5,0,102.85,UPI,0
373,4723,2023-01-16 12:00:00,Male,32,Germany,Registered,0,Mobile,Chrome,Evening,28,4,89,31,Direct,Campaign_B,0,1,Home,2,3,172.61,Credit Card,0
374,1452,2023-01-16 13:00:00,Male,39,India,Guest,0,Desktop,Edge,Morning,14,10,48,28,Referral,Campaign_A,0,1,Home,3,6,398.28,COD,1
375,4108,2023-01-16 14:00:00,Female,45,Germany,Registered,0,Mobile,Safari,Evening,45,6,95,28,Referral,Campaign_B,0,0,Electronics,2,2,396.04,Debit Card,1
376,2183,2023-01-16 15:00:00,Female,31,Canada,Registered,0,Mobile,Safari,Night,3,12,65,32,Referral,Campaign_A,1,1,Clothing,1,5,476.54,NetBanking,0
377,4062,2023-01-16 16:00:00,Female,44,Canada,Guest,1,Desktop,Chrome,Afternoon,36,16,22,25,Direct,Campaign_B,1,1,Home,7,0,458.8,COD,1
378,3056,2023-01-16 17:00:00,Male,58,USA,Registered,0,Tablet,Chrome,Morning,27,3,65,20,Social,Campaign_C,0,0,Beauty,6,2,45.35,UPI,0
379,4304,2023-01-16 18:00:00,Female,57,UK,Guest,0,Mobile,Chrome,Evening,20,14,75,28,Referral,Campaign_B,0,0,Clothing,7,7,415.78,Debit Card,1
380,4170,2023-01-16 19:00:00,Male,45,Australia,Guest,1,Mobile,Edge,Morning,47,1,87,25,Direct,None,1,0,Sports,5,2,228.33,NetBanking,0
381,2682,2023-01-16 20:00:00,Male,43,Germany,Guest,0,Desktop,Safari,Evening,15,10,65,11,Referral,None,0,0,Books,6,4,433.61,NetBanking,1
382,3863,2023-01-16 21:00:00,Female,19,Australia,Guest,1,Desktop,Safari,Evening,27,15,37,19,Referral,Campaign_C,0,0,Electronics,0,3,49.2,NetBanking,1
383,3255,2023-01-16 22:00:00,Male,42,USA,Registered,1,Desktop,Safari,Evening,53,7,73,28,Referral,Campaign_A,0,0,Books,9,0,412.27,Credit Card,0
384,2154,2023-01-16 23:00:00,Female,20,UK,Guest,1,Desktop,Chrome,Night,45,4,80,1,Direct,Campaign_B,0,0,Sports,4,2,84.02,Credit Card,0
385,1403,2023-01-17 00:00:00,Male,25,Germany,Premium,0,Mobile,Safari,Afternoon,41,14,91,5,Social,None,0,1,Home,3,2,170.25,Debit Card,1
386,3199,2023-01-17 01:00:00,Male,61,India,Registered,0,Tablet,Firefox,Morning,28,16,73,10,Direct,Campaign_C,0,0,Beauty,9,6,19.28,UPI,0
387,3101,2023-01-17 02:00:00,Female,50,UK,Guest,0,Mobile,Chrome,Afternoon,25,14,65,42,Direct,Campaign_C,0,0,Clothing,2,0,66.25,Debit Card,0
388,4191,2023-01-17 03:00:00,Female,59,Canada,Registered,0,Mobile,Safari,Evening,42,3,50,46,Referral,Campaign_A,0,1,Clothing,1,7,225.63,UPI,0
389,2696,2023-01-17 04:00:00,Female,52,USA,Premium,1,Mobile,Edge,Evening,44,17,50,34,Ads,Campaign_C,0,0,Sports,8,2,410.08,COD,1
390,4991,2023-01-17 05:00:00,Female,23,UK,Registered,1,Mobile,Chrome,Afternoon,46,14,13,36,Ads,Campaign_B,0,0,Electronics,7,2,387.97,NetBanking,0
391,1627,2023-01-17 06:00:00,Female,56,UK,Guest,1,Mobile,Firefox,Afternoon,33,18,66,2,Ads,None,0,1,Books,9,2,121.47,NetBanking,0
392,1586,2023-01-17 07:00:00,Female,40,Canada,Premium,1,Desktop,Firefox,Morning,46,3,39,18,Direct,None,0,0,Beauty,1,1,80.09,Credit Card,1
393,2648,2023-01-17 08:00:00,Female,42,Germany,Registered,1,Mobile,Edge,Evening,14,19,97,13,Referral,Campaign_A,1,1,Home,5,1,197.69,COD,1
394,2443,2023-01-17 09:00:00,Male,60,India,Guest,0,Mobile,Edge,Afternoon,8,3,93,5,Ads,Campaign_C,0,0,Electronics,2,3,442.22,COD,0
395,2445,2023-01-17 10:00:00,Female,36,Canada,Guest,0,Desktop,Chrome,Night,48,12,55,20,Organic,Campaign_B,0,0,Beauty,2,4,50.26,UPI,1
396,1103,2023-01-17 11:00:00,Male,22,India,Registered,1,Mobile,Chrome,Evening,14,5,65,2,Organic,Campaign_C,0,0,Beauty,4,6,273.74,COD,1
397,4923,2023-01-17 12:00:00,Other,28,Germany,Guest,0,Mobile,Firefox,Evening,1,10,40,11,Organic,None,0,0,Sports,6,6,48.96,Credit Card,0
398,1253,2023-01-17 13:00:00,Female,29,UK,Premium,0,Mobile,Edge,Morning,16,9,97,30,Social,Campaign_C,0,1,Sports,6,0,237.75,UPI,0
399,4298,2023-01-17 14:00:00,Male,27,India,Guest,0,Tablet,Chrome,Night,18,1,16,32,Referral,Campaign_B,0,1,Clothing,9,4,67.76,Debit Card,0
400,4183,2023-01-17 15:00:00,Female,25,USA,Premium,1,Mobile,Firefox,Morning,7,13,99,32,Direct,Campaign_B,1,1,Home,0,7,44.77,UPI,1
401,3557,2023-01-17 16:00:00,Female,41,USA,Registered,0,Mobile,Edge,Night,15,3,86,38,Direct,None,0,1,Electronics,6,4,99.47,Debit Card,0
402,2496,2023-01-17 17:00:00,Male,45,Canada,Guest,1,Mobile,Firefox,Morning,24,19,63,28,Referral,None,1,0,Clothing,6,6,131.35,UPI,1
403,1098,2023-01-17 18:00:00,Female,58,Germany,Guest,1,Mobile,Safari,Night,49,11,17,10,Social,Campaign_C,0,1,Home,5,7,141.75,NetBanking,0
404,3200,2023-01-17 19:00:00,Female,53,Canada,Registered,0,Mobile,Edge,Night,51,16,64,22,Referral,Campaign_B,1,1,Books,5,1,324.41,Debit Card,1
405,2884,2023-01-17 20:00:00,Male,54,Canada,Registered,0,Mobile,Chrome,Night,55,6,78,17,Social,Campaign_B,1,1,Books,1,3,32.22,Credit Card,0
406,3961,2023-01-17 21:00:00,Female,38,Australia,Registered,0,Mobile,Chrome,Afternoon,13,3,53,22,Ads,None,1,1,Clothing,2,7,45.0,Debit Card,0
407,2919,2023-01-17 22:00:00,Male,25,Canada,Guest,1,Tablet,Safari,Evening,9,19,22,43,Ads,Campaign_C,0,0,Electronics,2,7,98.41,Debit Card,0
408,1877,2023-01-17 23:00:00,Female,26,Australia,Guest,1,Mobile,Edge,Night,56,6,29,19,Social,Campaign_C,0,0,Home,2,4,436.67,UPI,1
409,1337,2023-01-18 00:00:00,Other,64,USA,Guest,1,Mobile,Firefox,Afternoon,56,8,87,17,Referral,Campaign_C,1,1,Books,1,6,316.16,NetBanking,1
410,4777,2023-01-18 01:00:00,Female,32,USA,Registered,0,Mobile,Chrome,Afternoon,15,13,41,24,Ads,None,1,0,Books,8,4,366.53,UPI,1
411,3869,2023-01-18 02:00:00,Male,63,Canada,Guest,0,Mobile,Safari,Morning,57,12,69,36,Referral,Campaign_B,1,0,Electronics,5,2,188.33,UPI,1
412,4234,2023-01-18 03:00:00,Female,57,USA,Registered,0,Desktop,Safari,Evening,58,10,59,32,Ads,Campaign_A,0,1,Clothing,1,0,110.54,NetBanking,0
413,4791,2023-01-18 04:00:00,Female,35,Germany,Registered,1,Mobile,Edge,Evening,35,3,36,46,Referral,Campaign_C,1,0,Sports,2,3,23.79,UPI,0
414,1956,2023-01-18 05:00:00,Male,59,Australia,Premium,0,Mobile,Edge,Morning,24,4,34,36,Referral,None,0,0,Beauty,9,6,246.83,NetBanking,1
415,2704,2023-01-18 06:00:00,Female,37,Australia,Guest,0,Desktop,Chrome,Evening,33,1,61,28,Organic,None,0,0,Home,5,0,289.27,Credit Card,1
416,1160,2023-01-18 07:00:00,Male,23,Canada,Guest,0,Mobile,Safari,Morning,16,13,77,14,Social,None,0,1,Books,3,7,449.02,NetBanking,0
417,2603,2023-01-18 08:00:00,Female,29,USA,Registered,0,Mobile,Firefox,Afternoon,8,4,30,36,Direct,Campaign_B,0,0,Beauty,6,1,441.64,COD,1
418,3848,2023-01-18 09:00:00,Male,19,India,Registered,0,Mobile,Safari,Afternoon,29,11,27,6,Social,Campaign_A,1,1,Beauty,5,4,215.22,NetBanking,1
419,1397,2023-01-18 10:00:00,Male,24,Australia,Guest,0,Mobile,Firefox,Night,23,19,48,9,Referral,None,0,0,Sports,5,4,214.67,NetBanking,0
420,2300,2023-01-18 11:00:00,Male,33,Canada,Premium,0,Mobile,Firefox,Morning,45,11,24,21,Referral,Campaign_C,0,0,Beauty,2,5,84.76,COD,0
421,1815,2023-01-18 12:00:00,Female,20,Canada,Premium,0,Mobile,Chrome,Afternoon,31,12,62,12,Social,None,0,0,Electronics,7,0,132.44,NetBanking,0
422,4987,2023-01-18 13:00:00,Male,62,Germany,Guest,1,Mobile,Safari,Afternoon,40,11,47,30,Referral,None,0,1,Clothing,8,1,463.2,Debit Card,1
423,2527,2023-01-18 14:00:00,Female,20,UK,Guest,1,Desktop,Firefox,Morning,49,6,57,31,Ads,Campaign_C,0,0,Home,5,6,74.81,UPI,1
424,2919,2023-01-18 15:00:00,Male,44,UK,Registered,0,Mobile,Edge,Afternoon,54,12,61,40,Referral,Campaign_B,0,1,Electronics,1,5,484.51,UPI,1
425,2415,2023-01-18 16:00:00,Male,60,Australia,Registered,1,Mobile,Firefox,Evening,55,9,97,4,Social,None,0,1,Clothing,0,7,254.85,Credit Card,0
426,2158,2023-01-18 17:00:00,Female,57,Germany,Guest,0,Mobile,Edge,Afternoon,14,10,81,31,Social,None,1,1,Electronics,2,5,231.02,Credit Card,0
427,2218,2023-01-18 18:00:00,Female,55,Germany,Registered,0,Mobile,Edge,Morning,59,3,37,27,Social,Campaign_C,1,1,Books,2,2,91.45,COD,1
428,1400,2023-01-18 19:00:00,Male,50,Germany,Registered,1,Mobile,Safari,Evening,53,3,94,25,Organic,Campaign_C,0,0,Books,7,5,332.46,Debit Card,0
429,1639,2023-01-18 20:00:00,Female,45,Australia,Guest,1,Tablet,Edge,Evening,30,16,25,5,Organic,Campaign_A,0,0,Sports,4,5,232.62,Credit Card,1
430,4104,2023-01-18 21:00:00,Female,18,UK,Registered,1,Desktop,Firefox,Afternoon,53,3,25,6,Organic,Campaign_A,0,1,Electronics,0,2,188.48,UPI,0
431,3735,2023-01-18 22:00:00,Female,25,Germany,Premium,0,Tablet,Edge,Night,39,10,44,5,Organic,Campaign_B,1,1,Beauty,3,4,135.94,Credit Card,1
432,1459,2023-01-18 23:00:00,Male,54,USA,Guest,0,Desktop,Safari,Evening,27,11,26,27,Organic,Campaign_B,0,1,Books,6,4,37.91,Credit Card,1
433,1954,2023-01-19 00:00:00,Male,49,Canada,Guest,1,Mobile,Chrome,Morning,47,8,82,8,Organic,None,0,1,Clothing,4,7,262.07,NetBanking,1
434,4954,2023-01-19 01:00:00,Female,60,Canada,Registered,0,Mobile,Firefox,Night,16,6,61,9,Organic,None,0,1,Sports,9,3,159.89,Credit Card,1
435,1469,2023-01-19 02:00:00,Male,54,India,Premium,0,Mobile,Firefox,Night,51,11,91,15,Social,None,1,0,Beauty,5,5,355.39,COD,0
436,4446,2023-01-19 03:00:00,Female,21,India,Premium,1,Mobile,Safari,Evening,6,12,21,36,Direct,Campaign_C,0,1,Home,9,0,363.14,UPI,0
437,2045,2023-01-19 04:00:00,Female,47,Australia,Registered,1,Tablet,Safari,Afternoon,55,16,92,41,Organic,Campaign_A,0,1,Electronics,3,4,169.39,COD,1
438,3797,2023-01-19 05:00:00,Female,23,Australia,Registered,1,Mobile,Safari,Night,33,18,57,7,Social,None,1,1,Books,1,1,336.21,COD,1
439,2693,2023-01-19 06:00:00,Female,63,Canada,Registered,0,Desktop,Safari,Afternoon,44,13,31,32,Direct,Campaign_B,0,0,Beauty,8,6,133.04,Debit Card,1
440,3085,2023-01-19 07:00:00,Other,36,USA,Registered,1,Mobile,Firefox,Evening,18,3,58,8,Organic,Campaign_A,1,1,Clothing,1,0,364.95,NetBanking,0
441,3277,2023-01-19 08:00:00,Male,49,UK,Guest,0,Desktop,Chrome,Morning,16,15,61,47,Direct,Campaign_C,0,1,Electronics,1,3,12.96,COD,1
442,4436,2023-01-19 09:00:00,Female,26,UK,Guest,0,Tablet,Edge,Night,12,14,88,15,Direct,None,1,0,Clothing,1,5,80.05,Debit Card,1
443,1562,2023-01-19 10:00:00,Male,29,Australia,Guest,1,Desktop,Edge,Morning,20,18,10,37,Ads,None,0,1,Sports,0,2,126.28,UPI,1
444,3485,2023-01-19 11:00:00,Male,28,USA,Registered,0,Desktop,Chrome,Afternoon,45,14,75,19,Referral,Campaign_A,1,0,Books,2,3,387.6,UPI,0
445,2799,2023-01-19 12:00:00,Female,63,Australia,Guest,0,Mobile,Chrome,Afternoon,40,5,73,39,Ads,None,0,1,Books,5,0,37.86,Debit Card,1
446,4354,2023-01-19 13:00:00,Female,33,UK,Premium,1,Desktop,Chrome,Morning,59,14,17,6,Direct,Campaign_B,1,0,Sports,6,2,98.09,COD,0
447,3074,2023-01-19 14:00:00,Other,18,Australia,Guest,0,Tablet,Safari,Evening,29,8,95,19,Social,Campaign_A,0,0,Clothing,0,7,182.52,COD,0
448,1225,2023-01-19 15:00:00,Female,62,Germany,Guest,0,Desktop,Firefox,Evening,30,15,34,28,Organic,None,0,0,Electronics,4,1,9.54,NetBanking,1
449,4348,2023-01-19 16:00:00,Male,38,Australia,Registered,0,Desktop,Firefox,Night,26,15,75,17,Referral,None,1,1,Clothing,4,2,382.25,NetBanking,0
450,1797,2023-01-19 17:00:00,Male,47,Canada,Registered,0,Desktop,Firefox,Night,22,19,82,42,Organic,Campaign_C,0,0,Electronics,0,2,282.25,UPI,1
451,4680,2023-01-19 18:00:00,Female,30,Australia,Guest,0,Desktop,Safari,Evening,33,6,82,19,Social,Campaign_C,0,1,Beauty,3,1,450.84,NetBanking,0
452,3331,2023-01-19 19:00:00,Male,51,Canada,Guest,1,Mobile,Firefox,Evening,58,19,86,31,Referral,None,0,1,Sports,9,4,20.36,Debit Card,1
453,3926,2023-01-19 20:00:00,Male,21,USA,Premium,1,Desktop,Safari,Morning,53,8,79,11,Ads,None,1,1,Home,0,4,139.34,UPI,1
454,1959,2023-01-19 21:00:00,Male,45,UK,Guest,0,Mobile,Firefox,Afternoon,39,6,88,15,Direct,None,0,0,Electronics,0,2,366.97,COD,1
455,2504,2023-01-19 22:00:00,Male,55,India,Guest,1,Mobile,Chrome,Afternoon,47,15,60,10,Social,Campaign_C,1,1,Books,6,6,339.2,UPI,1
456,1452,2023-01-19 23:00:00,Male,48,India,Premium,0,Mobile,Edge,Night,29,3,62,43,Direct,None,0,1,Beauty,6,2,125.31,Credit Card,0
457,4067,2023-01-20 00:00:00,Male,44,UK,Guest,0,Mobile,Edge,Evening,22,10,24,23,Direct,None,0,0,Books,2,3,299.87,UPI,1
458,4900,2023-01-20 01:00:00,Male,22,India,Registered,1,Mobile,Safari,Morning,45,15,59,3,Organic,Campaign_A,0,0,Beauty,6,6,397.91,NetBanking,1
459,1815,2023-01-20 02:00:00,Male,42,Australia,Guest,0,Mobile,Firefox,Night,13,16,80,3,Social,None,0,0,Books,2,4,21.52,Debit Card,1
460,1658,2023-01-20 03:00:00,Other,20,USA,Guest,1,Mobile,Edge,Morning,9,17,84,18,Direct,Campaign_C,0,1,Clothing,1,1,360.23,COD,1
461,4587,2023-01-20 04:00:00,Male,50,USA,Guest,0,Mobile,Chrome,Evening,24,19,47,25,Ads,Campaign_B,0,0,Clothing,9,5,129.79,COD,0
462,1546,2023-01-20 05:00:00,Male,21,UK,Guest,1,Mobile,Chrome,Evening,15,11,49,43,Referral,None,0,0,Clothing,3,5,474.19,NetBanking,1
463,2215,2023-01-20 06:00:00,Female,42,India,Guest,0,Desktop,Chrome,Evening,36,16,75,20,Social,Campaign_A,1,1,Beauty,9,2,271.42,NetBanking,0
464,4120,2023-01-20 07:00:00,Male,37,Australia,Guest,0,Tablet,Safari,Afternoon,13,5,48,29,Organic,Campaign_C,0,0,Beauty,2,2,21.53,NetBanking,1
465,4583,2023-01-20 08:00:00,Female,51,USA,Registered,0,Desktop,Safari,Evening,27,5,83,22,Social,None,0,1,Books,6,5,204.7,Credit Card,1
466,1016,2023-01-20 09:00:00,Female,43,USA,Guest,1,Tablet,Firefox,Night,44,14,26,15,Organic,Campaign_B,0,1,Electronics,0,3,483.32,Debit Card,1
467,4243,2023-01-20 10:00:00,Male,22,Germany,Registered,0,Desktop,Chrome,Afternoon,37,18,16,39,Referral,Campaign_C,0,0,Beauty,5,3,366.53,Credit Card,1
468,2243,2023-01-20 11:00:00,Male,52,Germany,Premium,1,Mobile,Firefox,Morning,7,8,48,10,Ads,None,0,1,Books,1,3,153.74,NetBanking,1
469,3205,2023-01-20 12:00:00,Female,45,USA,Registered,0,Desktop,Firefox,Night,8,5,77,21,Direct,Campaign_C,0,0,Electronics,7,7,289.76,Debit Card,1
470,3524,2023-01-20 13:00:00,Female,46,UK,Guest,0,Desktop,Chrome,Night,37,7,44,29,Social,Campaign_B,1,0,Clothing,4,0,301.56,NetBanking,0
471,2069,2023-01-20 14:00:00,Male,26,Canada,Premium,0,Mobile,Firefox,Morning,41,16,60,32,Organic,Campaign_C,0,1,Beauty,2,1,16.56,Debit Card,1
472,4444,2023-01-20 15:00:00,Female,55,Canada,Guest,1,Mobile,Edge,Afternoon,14,14,56,10,Referral,Campaign_C,0,0,Home,9,0,93.52,COD,1
473,3565,2023-01-20 16:00:00,Male,23,Australia,Guest,1,Desktop,Safari,Night,58,5,45,13,Direct,None,0,1,Clothing,6,2,278.13,Credit Card,1
474,3146,2023-01-20 17:00:00,Other,36,USA,Registered,0,Mobile,Firefox,Night,12,9,73,47,Referral,None,0,0,Sports,1,3,204.36,NetBanking,0
475,4963,2023-01-20 18:00:00,Male,61,USA,Registered,1,Desktop,Chrome,Night,36,4,98,23,Ads,Campaign_C,0,0,Electronics,4,3,99.07,NetBanking,1
476,2768,2023-01-20 19:00:00,Female,28,USA,Registered,0,Mobile,Safari,Afternoon,52,4,22,23,Direct,None,0,1,Home,7,5,387.47,UPI,1
477,2060,2023-01-20 20:00:00,Female,19,UK,Guest,1,Mobile,Safari,Afternoon,40,16,27,31,Direct,Campaign_C,0,0,Clothing,0,7,247.05,COD,1
478,3327,2023-01-20 21:00:00,Female,64,Germany,Registered,1,Mobile,Firefox,Afternoon,17,17,30,4,Direct,Campaign_B,0,1,Beauty,0,5,158.44,NetBanking,1
479,4420,2023-01-20 22:00:00,Female,61,USA,Guest,0,Mobile,Edge,Night,40,15,74,49,Organic,None,1,0,Home,2,6,85.03,Credit Card,1
480,3544,2023-01-20 23:00:00,Male,61,USA,Premium,0,Mobile,Firefox,Evening,53,4,17,3,Direct,None,0,1,Books,2,3,307.53,COD,1
481,1301,2023-01-21 00:00:00,Male,26,India,Guest,1,Desktop,Edge,Morning,29,6,57,21,Referral,Campaign_C,0,0,Electronics,6,7,334.8,NetBanking,1
